27167207,d,2,b,1,d,4,thirteen
13693208,d,2,b,6,h,2,eight
31575891,d,2,d,4,h,3,six
168027880,c,1,e,6,a,3,twelve
105393590,c,2,h,6,g,7,draw
56921446,d,1,h,2,a,8,twelve
242484028,c,2,g,1,c,6,thirteen
46484687,c,2,d,1,h,5,twelve
117937723,d,1,c,8,b,3,ten
164516067,b,2,f,2,g,7,eleven
11445069,b,1,g,5,e,2,fourteen
143545267,a,1,d,2,h,4,fourteen
6356322,b,2,h,4,h,1,ten
82323415,c,2,b,4,g,7,twelve
178687365,c,2,d,8,a,1,one
192369465,d,1,g,6,f,7,draw
189631534,d,2,b,6,h,4,thirteen
99849571,d,2,g,7,c,8,ten
204287988,d,4,e,2,c,1,five
195383358,d,2,h,2,f,3,thirteen
60629702,b,1,f,8,g,3,twelve
21758362,c,2,a,2,b,8,thirteen
89281657,d,1,e,8,b,2,eleven
11444938,d,1,h,8,c,6,fourteen
223917153,d,4,c,6,f,5,eleven
181380866,b,2,h,6,h,5,draw
72891468,d,3,f,5,a,2,six
246881993,b,1,f,2,h,7,twelve
36350176,b,1,h,5,d,6,thirteen
227927442,d,1,g,8,f,2,thirteen
208078708,b,2,f,2,e,1,draw
87011181,d,3,c,5,g,1,eight
28404881,c,3,a,8,e,4,thirteen
130229265,c,2,b,6,f,5,fourteen
73935735,c,2,a,1,h,2,nine
61799061,d,2,h,1,d,4,thirteen
20008995,b,2,c,7,h,2,eleven
89416001,d,1,f,7,h,2,eleven
202267224,b,1,g,5,f,6,draw
25561251,d,3,a,8,f,6,twelve
247463058,d,2,c,3,a,4,ten
100692154,c,1,g,7,g,8,draw
89820427,c,1,e,7,f,7,draw
149634460,d,4,a,4,f,4,eleven
117935445,d,1,a,6,d,4,fourteen
230493556,c,3,e,5,h,7,ten
63859205,b,1,c,6,h,8,thirteen
263821250,d,4,h,2,c,2,eight
204960452,d,1,g,1,a,8,twelve
8066606,a,1,c,3,h,5,fifteen
25525639,c,2,h,5,f,2,eleven
31435795,d,1,e,1,b,7,thirteen
210245594,c,1,h,2,g,6,fourteen
208883596,d,3,e,8,h,5,ten
164319585,c,3,c,4,f,2,nine
191487866,d,3,d,1,c,7,twelve
44629743,d,4,f,3,g,6,nine
68769172,c,3,g,3,g,5,fourteen
17334762,b,2,h,6,e,2,twelve
92380551,b,2,e,1,e,2,draw
58516900,d,3,a,5,f,5,eleven
161321445,b,1,h,1,e,6,fifteen
160570454,b,1,h,2,f,8,fourteen
207076728,c,2,h,1,g,1,draw
125633331,c,3,d,3,h,8,eleven
11584890,d,3,g,6,b,6,twelve
18364480,c,1,c,6,c,8,thirteen
167167975,d,2,h,5,b,4,nine
257614939,c,3,c,6,h,4,thirteen
74608763,d,4,b,4,b,1,eight
264692952,d,3,e,3,a,6,eleven
10033354,d,1,d,3,b,7,eleven
262198971,b,2,c,8,e,3,fifteen
205127349,b,1,g,7,f,3,fifteen
265361298,c,1,d,3,g,8,thirteen
203890482,b,1,h,5,d,8,thirteen
250931334,d,3,a,7,a,5,eleven
101330905,b,1,c,2,g,3,fifteen
51983675,b,1,b,6,c,8,thirteen
89287065,d,2,c,8,h,3,ten
9623580,d,3,h,1,e,6,twelve
93916309,d,3,g,3,b,5,twelve
148440397,c,1,c,3,e,1,eight
82595432,d,1,c,6,a,7,ten
45255101,c,2,e,8,g,5,twelve
218340324,c,3,b,2,f,2,ten
1507967,c,1,c,4,g,1,eight
26266361,d,2,a,5,e,5,thirteen
221854540,c,3,h,2,e,1,six
70599875,d,1,h,8,g,4,fourteen
64140382,b,1,c,7,e,5,sixteen
255884762,d,3,c,7,f,2,eight
76615874,d,1,f,1,a,8,twelve
23104549,b,1,a,8,e,3,fourteen
153594026,d,3,f,7,e,7,draw
156807794,d,1,a,5,e,8,thirteen
196946442,d,2,f,4,b,1,four
165939230,c,3,h,6,g,1,ten
243182166,d,4,f,4,d,2,eight
201629231,c,2,b,2,f,4,fourteen
134939279,b,1,d,6,g,3,fifteen
